"","ACH-000154","ACH-000828","ACH-000117","ACH-000017","ACH-000554","ACH-000276","ACH-000818","ACH-000856","ACH-000194","ACH-000223","ACH-000240","ACH-000135","ACH-000284","ACH-000019","ACH-000330","ACH-001142","ACH-001207","ACH-000725","ACH-000742","ACH-000643","ACH-000711","ACH-000248","ACH-000857","ACH-000184","ACH-000526","ACH-001310","ACH-000340","ACH-000196","ACH-000258","ACH-000691","ACH-000119","ACH-000374","ACH-000148","ACH-001392","ACH-000224","ACH-000876","ACH-000668","ACH-000134","ACH-001396","ACH-000413","ACH-000125","ACH-000180","ACH-001419","ACH-000494","ACH-001389","ACH-000083","ACH-000230","ACH-000049","ACH-000199","ACH-000540","ACH-000185","ACH-000568","ACH-000111","ACH-002463","ACH-000621","ACH-000043","ACH-000755","ACH-000028","ACH-000229","ACH-000277","ACH-000275","ACH-000170","ACH-001394","ACH-000721","ACH-000902","ACH-000859","ACH-000927","ACH-000165","ACH-000529","ACH-000768","ACH-000531","ACH-000349","ACH-000214","ACH-001393","ACH-000573","ACH-002467","ACH-000783","ACH-000759","ACH-000910","ACH-000131","ACH-000147","ACH-000930","ACH-000064","ACH-000306","ACH-002466","ACH-000624","ACH-000699","ACH-000044","ACH-000352","ACH-000539","ACH-001390","ACH-001388","ACH-001395","ACH-002464","ACH-000088","ACH-000536","ACH-000071","ACH-000642","ACH-000797","ACH-001819","ACH-000212","ACH-000063","ACH-000849","ACH-002462","ACH-000850","ACH-002465","ACH-000097","ACH-000288","ACH-001820","ACH-000079","ACH-001391","ACH-000175","ACH-000934"
"TCN1..6947.",0,0.136904498401146,0,0,0.145251686977293,0.438320080945341,0.0780409622123999,0.120188064669176,0,0.228736652499985,0,0.0559803075814007,0.0673076986193584,0.0410829176886527,0.346780135836678,0.0265450139341919,0,1.08971511325147,0.176669885549153,0,0,0.190686684642223,3.92758587133197,0,0,0,0,0.11993614577321,0,0,0.0275245594374198,1.17140997000808,0,3.66351281371382,0.0287449769198302,0.222848818890451,8.08449616292276,0.11791363293456,0,0.0813108222871491,0.0916129315470384,0.0673625330041647,0.0160688675534273,0.297326711535356,0,0,0,0,0,0,0,0.248261386912275,0.439761816338115,0,0.0394669886709342,0.0144286530383533,0.767467457567602,0.053784292226825,0,0.0539276491821479,0,0.438539859660568,0.727096040716989,0.056264698858925,0,4.18213280466263,10.4801354160104,0.0533239162167602,0.0794493382575527,2.2824709940188,0,0.168577637104111,0,2.29002621457591,0.444679043558787,0,0,0.281717099813308,0.0272822391152615,0,0,0.0522119864056994,0.21420855412826,0.0698930763866833,0,0.250218504861108,0.676743599618277,0.127193579273913,0,0.0547975141406587,0.732852362982877,0,0.247866154135352,0.705502597736157,0.0931442150388,1.16220781807473,0,1.32966659914155,0,2.68973294409169,0.949004387556875,0.0681055554187198,1.29007011100226,1.37116477973135,0,0.982411861438297,0.183787769912287,0.175339101731136,0,0.262939247302733,0.0300097915607149,0.0804974691219469,8.4387048623395
"CLCA2..9635.",0.346084483640333,2.25616504850528,0.413304574465853,0.284599930476211,3.19223013449011,0.072835967559971,0.534090531481834,0.0615253839459161,0.0538632860179425,0.904849791801647,0.39802727835593,0.199484300342989,0.540835456066469,0.298977036703966,0.0550958435599252,0.0265450139341919,0.145948627018793,1.55037719882018,0.124572890117644,0.0311226111656839,0.027454750316066,2.30842716254286,0.535810046920569,0.107488731326139,1.36112852085535,0.647379635346976,0.0931543377430374,0.0275599244083268,0,0.0139789085648504,0.0809905676163147,0.0128332583664392,0.229932478959217,0.564348854996975,0.276699538674721,4.61022915275888,0.814801349613971,0.130409259548301,6.6649748913684,0.344478669203395,0.0660641332785837,0.340829354238811,1.0534450734268,0.209199002424087,0.0272032546538841,0.0682597710617607,0.219155789731458,0.133728527848788,0.275799389671369,0.280596339158891,0.294028704566394,0.405023949602734,0.938936897514094,0,0.198170772031825,0.0981096184919088,6.63046729564934,0.0799055328247068,0.265672301574064,0.027228192754671,0.501565313410471,1.93766439693594,0.272744194844148,0,1.33245946560344,4.33948205199557,3.61643743540551,0.154080046853014,0.588732968588795,0,0.722182957864456,2.68815855745433,0.0686621198854231,8.32784791314863,0.184708276336241,0,1.82399172365818,2.45328072071756,8.06878862099315,0.0402412939215882,0.0404731053998474,0.0263619507157983,3.69655465969425,0.212615204962614,0.0426705738599785,3.4641123376251,0.405769726297753,0.576223349126565,4.79930156593394,0.0547975141406587,0.0336104520591964,11.1069364739444,2.35355184158847,0.619013626618891,0.371740587526204,0.830160603359086,1.05738322247435,7.21422399272306,0.042113058230206,6.92677012205789,1.16060274643209,0.47961239835919,1.6354512877562,0.371384931138892,0.610403824642604,1.29867784038587,1.85224485627595,0.542584374800719,0,0,0.0150791786563256,0.131669332802359,5.18920514207715
